customer_id,tenure_months,monthly_charges,support_tickets,contract,total_charges,churn
169,40,103.68,1,Month-to-month,4147.2,0
170,35,75.21,0,Month-to-month,2632.35,0
171,11,106.76,0,Month-to-month,1174.36,0
172,55,104.99,0,Month-to-month,5774.45,0
173,33,100.84,0,Month-to-month,3327.72,0
174,42,33.07,0,Month-to-month,1388.94,0
175,19,73.6,0,Month-to-month,1398.4,0
176,23,110.08,1,Month-to-month,2531.84,0
177,7,97.08,0,One year,679.56,0
178,3,62.07,0,Month-to-month,186.21,0
179,8,117.79,0,Month-to-month,942.32,0
180,40,45.08,0,One year,1803.2,0
181,49,53.36,0,Month-to-month,2614.64,0
182,55,115.42,0,Month-to-month,6348.1,0
183,16,100.87,1,Month-to-month,1613.92,0
184,6,110.03,1,Month-to-month,660.18,0
185,18,21.16,0,Month-to-month,380.88,0
186,43,57.98,0,One year,2493.14,0
187,21,43.55,0,Month-to-month,914.55,0
188,55,49.59,0,Month-to-month,2727.45,0
189,49,93.8,0,One year,4596.2,0
190,23,92.41,0,One year,2125.43,0
191,38,66.18,0,One year,2514.84,0
192,14,56.53,1,Month-to-month,791.42,0
193,50,78.47,0,Month-to-month,3923.5,0
194,51,73.37,1,Month-to-month,3741.87,0
195,34,75.06,0,Month-to-month,2552.04,0
196,54,81.55,0,Month-to-month,4403.7,0
197,21,59.56,1,Month-to-month,1250.76,0
198,11,97.17,0,Two year,1068.87,0
199,33,45.12,0,One year,1488.96,0
200,56,85.58,0,One year,4792.48,0
201,57,116.04,0,One year,6614.28,1
202,26,20.36,0,Month-to-month,529.36,0
203,22,92.34,0,One year,2031.48,0
204,40,30.9,0,Month-to-month,1236.0,0
205,33,74.38,1,Two year,2454.54,0
206,58,82.69,0,One year,4796.02,0
207,20,44.29,0,Month-to-month,885.8,0
208,26,111.38,0,Month-to-month,2895.88,0
209,50,82.23,0,Month-to-month,4111.5,0
210,15,43.17,1,Month-to-month,647.55,0
211,14,97.01,1,Month-to-month,1358.14,0
212,21,30.55,0,Month-to-month,641.55,0
213,53,75.52,0,Month-to-month,4002.56,1
214,44,29.5,0,Month-to-month,1298.0,0
215,7,78.1,1,Month-to-month,546.7,0
216,14,45.3,0,One year,634.2,0
217,57,84.95,0,Month-to-month,4842.15,1
218,16,91.58,0,Month-to-month,1465.28,0
219,25,72.42,1,Month-to-month,1810.5,0
220,10,85.75,0,Month-to-month,857.5,1
221,3,101.33,0,Month-to-month,303.99,0
222,8,100.75,0,Two year,806.0,0
223,54,81.97,0,Month-to-month,4426.38,0
224,6,65.11,0,Month-to-month,390.66,0
225,37,60.79,0,Month-to-month,2249.23,0
226,38,107.47,0,Two year,4083.86,0
227,57,90.29,0,Month-to-month,5146.53,0
228,22,38.49,0,Month-to-month,846.78,0
229,41,76.57,1,Month-to-month,3139.37,0
230,14,110.88,0,Month-to-month,1552.32,0
231,28,35.07,4,Month-to-month,981.96,0
232,50,104.55,1,Month-to-month,5227.5,0
233,50,102.02,0,One year,5101.0,0
234,48,69.93,0,Month-to-month,3356.64,0
235,14,23.76,0,Two year,332.64,0
236,41,34.75,0,Month-to-month,1424.75,0
237,15,112.26,0,One year,1683.9,0
238,46,24.42,0,Month-to-month,1123.32,1
239,24,57.25,0,Two year,1374.0,0
240,17,81.9,1,One year,1392.3,0
241,29,39.69,1,One year,1151.01,0
242,43,118.11,0,One year,5078.73,1
243,46,35.6,1,Two year,1637.6,0
244,4,73.97,0,Month-to-month,295.88,0
245,53,81.8,0,Month-to-month,4335.4,0
246,3,43.1,0,Month-to-month,129.3,0
247,15,66.63,0,Two year,999.45,0
248,47,69.1,1,Month-to-month,3247.7,0
249,1,96.69,0,One year,96.69,0
250,30,83.43,0,Month-to-month,2502.9,0
251,12,66.76,1,Month-to-month,801.12,0
252,36,86.69,0,Month-to-month,3120.84,0
253,54,65.34,0,Two year,3528.36,1
254,30,72.57,2,Month-to-month,2177.1,0
255,34,85.86,0,One year,2919.24,0
256,3,38.12,0,One year,114.36,0
257,21,98.8,0,Month-to-month,2074.8,1
258,20,80.29,1,Month-to-month,1605.8,0
259,49,118.03,1,Month-to-month,5783.47,0
260,55,42.24,2,Two year,2323.2,0
261,33,66.63,0,Month-to-month,2198.79,0
262,29,109.56,0,Month-to-month,3177.24,0
263,56,80.14,0,Month-to-month,4487.84,0
264,19,92.6,1,Two year,1759.4,0
265,32,61.37,0,One year,1963.84,0
266,29,88.43,0,Month-to-month,2564.47,1
267,31,114.61,0,One year,3552.91,0
268,11,40.02,0,Month-to-month,440.22,0
269,9,100.74,2,Month-to-month,906.66,0
270,46,116.95,0,Two year,5379.7,0
271,36,21.46,1,One year,772.56,0
272,33,41.52,1,Month-to-month,1370.16,1
273,9,31.74,1,Month-to-month,285.66,0
274,21,96.74,0,Month-to-month,2031.54,0
275,14,28.12,0,Month-to-month,393.68,0
276,51,119.84,2,Two year,6111.84,0
277,16,58.96,1,Month-to-month,943.36,0
278,42,110.52,0,One year,4641.84,0
279,1,38.86,0,One year,38.86,0
280,45,64.09,1,Month-to-month,2884.05,0
281,20,104.48,0,Month-to-month,2089.6,0
282,25,79.53,1,Month-to-month,1988.25,0
283,50,66.22,1,Month-to-month,3311.0,0
284,43,71.26,0,Month-to-month,3064.18,1
285,21,77.39,0,Month-to-month,1625.19,0
286,45,64.03,0,Month-to-month,2881.35,1
287,16,39.36,0,One year,629.76,0
288,31,31.4,1,Month-to-month,973.4,0
289,28,35.12,0,Two year,983.36,0
290,15,25.25,0,Month-to-month,378.75,0
291,52,75.87,0,Two year,3945.24,0
292,20,104.77,0,One year,2095.4,1
293,27,55.91,1,Month-to-month,1509.57,0
294,44,27.53,1,Month-to-month,1211.32,0
295,23,62.57,0,Month-to-month,1439.11,0
296,8,80.2,0,Month-to-month,641.6,0
297,36,62.54,0,Month-to-month,2251.44,0
298,54,101.07,0,Month-to-month,5457.78,0
299,48,114.19,1,Month-to-month,5481.12,0
300,47,106.99,0,One year,5028.53,0
301,52,90.4,0,Month-to-month,4700.8,0
302,35,67.03,0,Month-to-month,2346.05,1
303,37,88.27,0,Month-to-month,3265.99,0
304,37,21.34,0,Month-to-month,789.58,0
305,33,118.25,0,Month-to-month,3902.25,1
306,20,37.21,0,Month-to-month,744.2,1
307,4,110.63,0,Month-to-month,442.52,0
308,25,100.71,0,Two year,2517.75,0
309,20,100.01,0,Two year,2000.2,0
310,38,46.89,0,Month-to-month,1781.82,0
311,31,41.92,1,One year,1299.52,0
312,39,62.88,0,Month-to-month,2452.32,0
313,48,104.94,0,Two year,5037.12,0
314,40,65.04,0,One year,2601.6,0
315,6,113.54,1,Month-to-month,681.24,0
316,16,55.27,0,Month-to-month,884.32,0
317,50,81.94,1,One year,4097.0,0
318,24,118.07,0,Month-to-month,2833.68,0
319,33,84.35,0,Month-to-month,2783.55,0
320,43,24.55,1,Month-to-month,1055.65,0
321,11,66.36,1,Month-to-month,729.96,0
322,3,53.48,0,Month-to-month,160.44,0
323,25,73.22,0,Month-to-month,1830.5,0
324,35,48.47,1,Month-to-month,1696.45,0
325,31,32.23,0,Month-to-month,999.13,1
326,18,86.83,0,Month-to-month,1562.94,1
327,5,88.14,0,Two year,440.7,0
328,1,106.71,1,Month-to-month,106.71,0
329,53,33.24,1,Month-to-month,1761.72,1
330,15,99.86,0,Two year,1497.9,0
331,18,102.68,0,Month-to-month,1848.24,0
332,40,84.65,1,One year,3386.0,0
333,36,40.49,0,One year,1457.64,0
334,18,46.14,0,Month-to-month,830.52,1
335,29,61.85,0,Month-to-month,1793.65,0
336,23,74.18,1,Month-to-month,1706.14,0
337,39,67.74,0,One year,2641.86,0
338,42,66.75,0,One year,2803.5,1
339,11,103.98,1,Month-to-month,1143.78,0
340,14,107.01,0,Month-to-month,1498.14,0
341,7,101.68,0,Two year,711.76,0
342,26,107.78,0,One year,2802.28,0
343,39,77.1,2,Month-to-month,3006.9,0
344,49,116.4,1,One year,5703.6,0
345,49,80.65,0,Month-to-month,3951.85,0
346,51,80.39,0,Month-to-month,4099.89,1
347,45,51.93,1,Month-to-month,2336.85,0
348,42,88.12,0,Month-to-month,3701.04,0
349,55,25.2,0,One year,1386.0,0
350,1,33.45,1,One year,33.45,0
351,23,33.02,0,Month-to-month,759.46,0
352,56,85.52,0,Month-to-month,4789.12,0
353,17,37.53,0,Two year,638.01,0
354,20,54.11,0,Month-to-month,1082.2,0
355,10,24.43,0,Month-to-month,244.3,1
356,49,43.37,0,Month-to-month,2125.13,0
357,29,116.42,0,One year,3376.18,1
358,52,70.91,0,Month-to-month,3687.32,0
359,48,35.11,1,Two year,1685.28,0
360,11,72.3,1,Two year,795.3,0
361,5,114.35,1,Month-to-month,571.75,0
362,24,106.57,0,Month-to-month,2557.68,0
363,15,59.21,0,Month-to-month,888.15,0
364,22,48.39,1,Month-to-month,1064.58,0
365,47,96.17,1,One year,4519.99,0
366,4,44.05,1,One year,176.2,0
367,57,45.42,0,Month-to-month,2588.94,1
368,25,28.41,0,One year,710.25,0
369,17,106.41,1,Month-to-month,1808.97,0
370,47,64.79,0,Month-to-month,3045.13,0
371,55,76.18,0,Month-to-month,4189.9,1
372,16,93.67,0,Month-to-month,1498.72,0
373,8,99.65,0,Month-to-month,797.2,0
374,15,64.75,1,Two year,971.25,0
375,14,38.41,0,Month-to-month,537.74,0
376,16,102.87,1,Month-to-month,1645.92,0
377,26,23.1,1,Month-to-month,600.6,0
378,54,114.67,0,Month-to-month,6192.18,0
379,21,77.7,0,Month-to-month,1631.7,0
380,58,107.54,0,One year,6237.32,0
381,59,80.86,0,Two year,4770.74,0
382,22,45.17,1,One year,993.74,0
383,51,49.61,0,Month-to-month,2530.11,0
384,47,73.29,0,Two year,3444.63,0
385,30,116.21,0,Month-to-month,3486.3,0
386,45,38.45,0,One year,1730.25,0
387,38,70.99,0,Month-to-month,2697.62,1
388,23,54.38,0,Month-to-month,1250.74,1
389,28,96.97,0,Two year,2715.16,0
390,55,100.29,0,Month-to-month,5515.95,0
391,13,62.46,0,Month-to-month,811.98,0
392,13,40.41,0,One year,525.33,0
393,57,26.71,0,Month-to-month,1522.47,0
394,27,39.86,0,Month-to-month,1076.22,0
395,13,47.24,0,Month-to-month,614.12,0
396,8,79.88,0,Month-to-month,639.04,1
397,24,107.31,1,Month-to-month,2575.44,0
398,40,32.82,0,One year,1312.8,1
399,44,115.82,0,Two year,5096.08,0
400,13,88.32,1,Two year,1148.16,0
401,51,94.2,1,Month-to-month,4804.2,0
402,39,118.29,1,Month-to-month,4613.31,0
403,28,61.61,1,Month-to-month,1725.08,0
404,49,73.16,0,One year,3584.84,0
405,6,87.92,0,One year,527.52,0
406,35,71.29,2,Month-to-month,2495.15,0
407,34,49.91,0,Month-to-month,1696.94,0
408,44,30.54,1,One year,1343.76,0
409,27,48.49,0,Month-to-month,1309.23,0
410,57,96.89,0,Two year,5522.73,0
411,6,84.08,0,Two year,504.48,0
412,10,100.13,1,Month-to-month,1001.3,0
413,53,71.71,0,Month-to-month,3800.63,0
414,26,43.21,0,Month-to-month,1123.46,0
415,28,82.8,0,One year,2318.4,0
416,44,50.4,0,Month-to-month,2217.6,1
417,2,22.95,0,Month-to-month,45.9,0
418,19,110.33,1,One year,2096.27,0
419,31,62.04,0,Month-to-month,1923.24,0
420,33,62.61,0,Month-to-month,2066.13,0
421,27,94.13,2,Month-to-month,2541.51,0
422,21,114.85,0,One year,2411.85,1
423,31,27.25,0,Month-to-month,844.75,0
424,40,37.27,1,Month-to-month,1490.8,0
425,1,52.24,0,Month-to-month,52.24,0
426,23,44.84,1,Month-to-month,1031.32,0
427,35,69.55,0,One year,2434.25,0
428,53,102.45,0,Month-to-month,5429.85,0
429,4,105.4,1,Month-to-month,421.6,1
430,7,79.58,0,Two year,557.06,0
431,13,44.02,0,Two year,572.26,0
432,40,38.65,1,Month-to-month,1546.0,0
433,39,94.34,0,Month-to-month,3679.26,0
434,20,43.72,0,Month-to-month,874.4,0
435,48,73.95,0,Month-to-month,3549.6,0
436,49,94.93,0,Month-to-month,4651.57,0
437,7,42.82,0,One year,299.74,0
438,14,37.45,0,Two year,524.3,0
439,37,23.97,0,Month-to-month,886.89,0
440,24,34.76,2,Two year,834.24,1
441,23,105.14,0,Month-to-month,2418.22,1
442,3,30.46,0,One year,91.38,0
443,59,42.36,0,Month-to-month,2499.24,0
444,29,23.28,0,Two year,675.12,1
445,58,87.64,0,One year,5083.12,0
446,43,43.17,0,Month-to-month,1856.31,0
447,32,61.36,0,One year,1963.52,0
448,54,33.93,2,Two year,1832.22,0
449,10,57.72,0,Month-to-month,577.2,0
450,42,62.44,1,Month-to-month,2622.48,0
451,58,67.3,0,Month-to-month,3903.4,0
452,25,62.28,0,One year,1557.0,0
453,46,30.28,0,Two year,1392.88,0
454,55,97.26,1,Month-to-month,5349.3,0
455,30,33.72,0,Month-to-month,1011.6,1
456,53,62.43,2,Month-to-month,3308.79,1
457,13,47.2,0,One year,613.6,0
458,19,50.1,0,One year,951.9,0
459,43,87.24,0,One year,3751.32,0
460,12,71.78,0,Month-to-month,861.36,0
461,42,39.01,0,Two year,1638.42,0
462,37,66.91,1,Month-to-month,2475.67,0
463,49,53.95,1,Month-to-month,2643.55,1
464,17,90.45,0,Two year,1537.65,1
465,31,42.61,0,Two year,1320.91,0
466,52,104.5,0,Two year,5434.0,0
467,43,72.62,0,Month-to-month,3122.66,0
468,21,70.06,2,Two year,1471.26,0
469,58,45.37,0,Month-to-month,2631.46,0
470,36,38.62,0,Month-to-month,1390.32,0
471,42,67.18,0,Month-to-month,2821.56,0
472,18,118.18,0,Month-to-month,2127.24,1
473,3,33.29,0,Month-to-month,99.87,0
474,22,48.35,1,Month-to-month,1063.7,0
475,30,100.06,0,Month-to-month,3001.8,1
476,37,86.48,0,Month-to-month,3199.76,0
477,46,47.88,0,Month-to-month,2202.48,0
478,47,51.46,0,Month-to-month,2418.62,0
479,17,61.99,1,Month-to-month,1053.83,0
480,28,80.28,0,One year,2247.84,0
481,9,91.93,0,Month-to-month,827.37,0
482,29,105.73,0,Month-to-month,3066.17,0
483,3,88.11,0,Two year,264.33,0
484,36,43.7,1,Month-to-month,1573.2,1
485,14,112.57,0,Month-to-month,1575.98,0
486,42,98.12,0,Two year,4121.04,0
487,58,50.74,0,One year,2942.92,0
488,37,50.5,0,Month-to-month,1868.5,1
489,37,108.12,0,Month-to-month,4000.44,0
490,41,32.61,0,Two year,1337.01,1
491,19,83.35,0,Two year,1583.65,1
492,34,47.77,0,Month-to-month,1624.18,0
493,39,102.72,0,Month-to-month,4006.08,0
494,52,56.45,0,Month-to-month,2935.4,0
495,47,93.34,0,Month-to-month,4386.98,0
496,41,39.24,0,One year,1608.84,0
497,26,68.14,0,One year,1771.64,0
498,40,100.36,0,One year,4014.4,0
499,49,59.7,0,Month-to-month,2925.3,0
500,38,36.16,0,Month-to-month,1374.08,1
501,3,84.9,0,One year,254.7,0
502,35,95.33,1,Month-to-month,3336.55,1
503,29,48.02,2,Month-to-month,1392.58,0
504,15,65.14,0,Month-to-month,977.1,0
505,12,110.04,0,One year,1320.48,0
506,59,107.2,0,Two year,6324.8,0
507,43,90.72,0,Month-to-month,3900.96,0
508,27,79.09,1,Two year,2135.43,0
509,41,101.74,0,Two year,4171.34,0
510,22,110.76,0,One year,2436.72,0
511,59,20.25,0,Month-to-month,1194.75,0
512,17,59.72,0,Month-to-month,1015.24,0
513,29,76.14,0,Month-to-month,2208.06,0
514,38,93.39,0,Month-to-month,3548.82,0
515,42,28.75,1,Month-to-month,1207.5,0
516,46,59.98,0,Month-to-month,2759.08,0
517,41,47.96,0,Two year,1966.36,0
518,43,62.35,0,Month-to-month,2681.05,0
519,12,69.8,1,Month-to-month,837.6,0
520,23,86.0,1,Month-to-month,1978.0,0
521,7,69.62,0,Month-to-month,487.34,0
522,33,82.05,0,Month-to-month,2707.65,0
523,15,78.24,0,One year,1173.6,0
524,37,62.83,1,One year,2324.71,0
525,24,20.5,0,Month-to-month,492.0,0
526,12,39.45,0,Month-to-month,473.4,0
527,36,52.02,0,Month-to-month,1872.72,0
528,33,34.7,0,Month-to-month,1145.1,0
529,47,79.87,0,Month-to-month,3753.89,0
530,28,81.15,0,Two year,2272.2,1
531,50,70.01,1,Two year,3500.5,0
532,39,52.08,1,Two year,2031.12,0
533,59,85.33,1,Month-to-month,5034.47,0
534,1,39.03,1,Month-to-month,39.03,0
535,23,20.59,1,One year,473.57,0
536,34,93.49,0,Two year,3178.66,0
537,7,64.35,2,Month-to-month,450.45,0
538,37,89.78,0,Month-to-month,3321.86,1
539,19,38.5,0,Month-to-month,731.5,0
540,28,26.26,1,Month-to-month,735.28,0
541,29,57.81,0,Month-to-month,1676.49,1
542,38,89.6,0,Month-to-month,3404.8,0
543,53,30.28,0,Two year,1604.84,0
544,39,39.58,1,Month-to-month,1543.62,0
545,51,65.4,1,Month-to-month,3335.4,0
546,31,82.11,0,Month-to-month,2545.41,0
547,58,95.01,0,Month-to-month,5510.58,0
548,51,30.97,0,Month-to-month,1579.47,0
549,47,82.46,0,Month-to-month,3875.62,0
550,8,58.74,0,Month-to-month,469.92,0
551,22,87.01,2,Two year,1914.22,0
552,17,40.36,0,Month-to-month,686.12,0
553,40,72.79,0,Month-to-month,2911.6,1
554,30,37.22,1,Month-to-month,1116.6,0
555,12,21.87,1,Two year,262.44,0
556,59,68.7,2,Month-to-month,4053.3,0
557,15,38.42,0,Month-to-month,576.3,0
558,41,83.83,0,One year,3437.03,0
559,31,73.66,0,Two year,2283.46,0
560,9,97.49,0,Month-to-month,877.41,1
561,41,59.3,0,Month-to-month,2431.3,1
562,49,118.95,0,One year,5828.55,0
563,31,71.52,1,Month-to-month,2217.12,0
564,24,67.88,0,Month-to-month,1629.12,0
565,3,94.94,0,Month-to-month,284.82,0
566,29,77.27,0,Month-to-month,2240.83,0
567,1,56.25,0,One year,56.25,0
568,40,68.92,0,One year,2756.8,0
569,13,38.91,0,Two year,505.83,0
570,18,59.36,1,Month-to-month,1068.48,0
571,59,23.0,1,Month-to-month,1357.0,0
572,34,66.25,0,Month-to-month,2252.5,0
573,11,47.45,0,Month-to-month,521.95,1
574,29,72.67,0,One year,2107.43,0
575,42,22.93,0,Month-to-month,963.06,0
576,12,75.51,0,Month-to-month,906.12,1
577,6,49.3,0,Month-to-month,295.8,0
578,18,77.75,1,Month-to-month,1399.5,0
579,6,93.28,0,Month-to-month,559.68,1
580,58,64.03,0,Month-to-month,3713.74,0
581,43,86.32,0,Month-to-month,3711.76,0
582,23,43.89,0,Month-to-month,1009.47,0
583,53,119.86,1,One year,6352.58,1
584,58,44.29,0,Month-to-month,2568.82,0
585,57,114.08,0,Two year,6502.56,0
586,15,41.72,0,One year,625.8,0
587,24,69.76,0,One year,1674.24,0
588,59,102.12,1,Two year,6025.08,0
589,54,91.66,0,One year,4949.64,0
590,18,90.56,0,One year,1630.08,0
591,11,64.04,0,Month-to-month,704.44,0
592,9,95.42,0,Month-to-month,858.78,0
593,49,112.0,0,Month-to-month,5488.0,0
594,54,64.14,0,Month-to-month,3463.56,0
595,20,72.8,0,Month-to-month,1456.0,0
596,13,26.6,0,Month-to-month,345.8,0
597,26,59.08,0,Month-to-month,1536.08,0
598,14,66.72,1,Month-to-month,934.08,0
599,17,109.51,0,Month-to-month,1861.67,0
600,5,31.06,0,One year,155.3,0
601,25,93.11,0,Month-to-month,2327.75,0
602,55,74.55,1,Month-to-month,4100.25,0
603,28,80.65,0,Month-to-month,2258.2,1
604,51,22.98,1,One year,1171.98,0
605,5,34.67,0,One year,173.35,0
606,4,48.4,0,Two year,193.6,0
607,59,20.49,1,One year,1208.91,0
608,13,86.92,0,Month-to-month,1129.96,1
609,3,107.03,0,Month-to-month,321.09,0
610,13,74.7,0,Month-to-month,971.1,1
611,33,74.32,0,Two year,2452.56,0
612,33,81.57,1,One year,2691.81,0
613,16,50.22,0,Month-to-month,803.52,0
614,37,56.67,0,Month-to-month,2096.79,0
615,59,77.49,0,Month-to-month,4571.91,0
616,11,100.92,0,Two year,1110.12,0
617,13,40.16,0,Month-to-month,522.08,0
618,19,52.75,1,Month-to-month,1002.25,1
619,31,94.29,0,One year,2922.99,0
620,6,54.09,0,Two year,324.54,0
